skus,name,description,category,images
,"Bry-Dan Saddle Systems (X-Large (26&#8243;), Body Belt + Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>",Uncategorized,
,"Bry-Dan Saddle Systems (X-Large (26&#8243;), Body Belt)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (X-Large (26&#8243;), Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (X-Small (18&#8243;), Body Belt + Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>",Uncategorized,
,"Bry-Dan Saddle Systems (X-Small (18&#8243;), Body Belt)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (X-Small (18&#8243;), Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (XX-Large (28&#8243;), Body Belt + Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>",Uncategorized,
,"Bry-Dan Saddle Systems (XX-Large (28&#8243;), Body Belt)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (XX-Large (28&#8243;), Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (XXX-Large (30&#8243;), Body Belt + Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>",Uncategorized,
,"Bry-Dan Saddle Systems (XXX-Large (30&#8243;), Body Belt)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
,"Bry-Dan Saddle Systems (XXX-Large (30&#8243;), Leg Straps)","<p>The Bry-Dan saddle is a leg strap saddle. The backpad is 6-inches wide. The leg pads are 4-inches wide. The patented articulating design of the legstraps offers an unrestricted range of leg motion. The tie-in position shares the load between the legs and the waist. The built-in suspenders not only support the weight of a chainsaw or other tools but they integrate the saddle to the climber. Our most comfortable saddle, unique in design, the Bry-Dan shares with all our saddles the security of drop-forged and tested hardware, military specification webbing and caring, individual attention in assembly.</p>
<p><em>Size is leg strap measurement in inches</em></p>",Uncategorized,
B-8820,L Pads for climbers - Part No.: B-8820,null,Uncategorized,
A-3002-L,Noonan – Original (Large),"<p>Named for its most famous user - Sam Noonan. Like it's brothers; the Utility and the Simpson Too, these belts were among our first efforts to improve the quality, comfort and durability of arborist saddles. The Noonan Original uses structural sling nylon webbing lined with smooth leather. A classic seat style with 2 Dees on the 4-inch waist belt for lanyard use and 2 Dees on the seat to tie-in to, this belt will give you years of service; just ask Sam. Check availability.</p>",Uncategorized,
A-3200-S,Noonan – Original (Small),"<p>Named for its most famous user - Sam Noonan. Like it's brothers; the Utility and the Simpson Too, these belts were among our first efforts to improve the quality, comfort and durability of arborist saddles. The Noonan Original uses structural sling nylon webbing lined with smooth leather. A classic seat style with 2 Dees on the 4-inch waist belt for lanyard use and 2 Dees on the seat to tie-in to, this belt will give you years of service; just ask Sam. Check availability.</p>",Uncategorized,
A-3200-XL,Noonan – Original (X-Large),"<p>Named for its most famous user - Sam Noonan. Like it's brothers; the Utility and the Simpson Too, these belts were among our first efforts to improve the quality, comfort and durability of arborist saddles. The Noonan Original uses structural sling nylon webbing lined with smooth leather. A classic seat style with 2 Dees on the 4-inch waist belt for lanyard use and 2 Dees on the seat to tie-in to, this belt will give you years of service; just ask Sam. Check availability.</p>",Uncategorized,
A-3002,Noonan &#8211; Original,"Named for its most famous user - Sam Noonan. Like it's brothers; the Utility and the Simpson Too, these belts were among our first efforts to improve the quality, comfort and durability of arborist saddles. The Noonan Original uses structural sling nylon webbing lined with smooth leather. A classic seat style with 2 Dees on the 4-inch waist belt for lanyard use and 2 Dees on the seat to tie-in to, this belt will give you years of service; just ask Sam. This product is pictured here for posterity. Climbing styles have changed a lot over the past 10 years and we no longer stock the Noonan as a standard product. Climbers have stepped up the the wide-back and modular models for the added comfort and versatility.",Uncategorized,
A-1035-size,Noonan &#8211; Original (Medium),"<p>Named for its most famous user - Sam Noonan. Like it's brothers; the Utility and the Simpson Too, these belts were among our first efforts to improve the quality, comfort and durability of arborist saddles. The Noonan Original uses structural sling nylon webbing lined with smooth leather. A classic seat style with 2 Dees on the 4-inch waist belt for lanyard use and 2 Dees on the seat to tie-in to, this belt will give you years of service; just ask Sam.</p>",Uncategorized,
A-3200,Noonan &#8211; Original (Medium),,Uncategorized,
A-1035-size,Noonan &#8211; Original (Small),"<p>Named for its most famous user - Sam Noonan. Like it's brothers; the Utility and the Simpson Too, these belts were among our first efforts to improve the quality, comfort and durability of arborist saddles. The Noonan Original uses structural sling nylon webbing lined with smooth leather. A classic seat style with 2 Dees on the 4-inch waist belt for lanyard use and 2 Dees on the seat to tie-in to, this belt will give you years of service; just ask Sam.</p>",Uncategorized,
A-1035-size,Noonan &#8211; Original (X-Large),"<p>Named for its most famous user - Sam Noonan. Like it's brothers; the Utility and the Simpson Too, these belts were among our first efforts to improve the quality, comfort and durability of arborist saddles. The Noonan Original uses structural sling nylon webbing lined with smooth leather. A classic seat style with 2 Dees on the 4-inch waist belt for lanyard use and 2 Dees on the seat to tie-in to, this belt will give you years of service; just ask Sam.</p>",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (Large, IBS)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (Large, SSA Ultralight)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (Medium, IBS)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (Medium, SSA Ultralight)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (Small, IBS)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (Small, SSA Ultralight)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (X-Large, IBS)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1545-size,"SSA &#8211; IBS/Ultralight (X-Large, SSA Ultralight)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops for split-tail climbing and other advanced techniques. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.The lower assembly comes two ways: fixed Dee and floating Dee.",Uncategorized,
A-1544LA-L,"SSA Ultralight – Floating D (Large, SSA Ultralight – Floating Dee, lower assembly only)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops dedicated for split-tail climbing and other advanced techniques. The lower assembly comes two ways: with a fixed Dee or floating Dee in between the loops to support a traditional climbing method or a handy place to secure a double-crotch or flipline. This one is the floating Dee version. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.</p>
<p>A 1-3/4-inch ""nybuck"" waist belt ties all the parts together. Supplied with 2 tool rings and 2 tool snaps. Using high-strength nylon webbing throughout, this saddle weighs 5.5 pounds hence the Ultralight name. Be sure to specify size when ordering. If mixing sizes and/or styles, example: Original backpad and Ultralight lower, please order individual parts or contact and tell us what you want.</p>
<p><br></p>",Uncategorized,
A-1544-L,"SSA Ultralight – Floating D (Large, SSA/IBS Ultralight – Floating Dee Complete saddle)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops dedicated for split-tail climbing and other advanced techniques. The lower assembly comes two ways: with a fixed Dee or floating Dee in between the loops to support a traditional climbing method or a handy place to secure a double-crotch or flipline. This one is the floating Dee version. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.</p>
<p>A 1-3/4-inch ""nybuck"" waist belt ties all the parts together. Supplied with 2 tool rings and 2 tool snaps. Using high-strength nylon webbing throughout, this saddle weighs 5.5 pounds hence the Ultralight name. Be sure to specify size when ordering. If mixing sizes and/or styles, example: Original backpad and Ultralight lower, please order individual parts or contact and tell us what you want.</p>
<p><br></p>",Uncategorized,
A-1544LA-S,"SSA Ultralight – Floating D (Small, SSA Ultralight – Floating Dee, lower assembly only)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops dedicated for split-tail climbing and other advanced techniques. The lower assembly comes two ways: with a fixed Dee or floating Dee in between the loops to support a traditional climbing method or a handy place to secure a double-crotch or flipline. This one is the floating Dee version. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.</p>
<p>A 1-3/4-inch ""nybuck"" waist belt ties all the parts together. Supplied with 2 tool rings and 2 tool snaps. Using high-strength nylon webbing throughout, this saddle weighs 5.5 pounds hence the Ultralight name. Be sure to specify size when ordering. If mixing sizes and/or styles, example: Original backpad and Ultralight lower, please order individual parts or contact and tell us what you want.</p>
<p><br></p>",Uncategorized,
A-1544-S,"SSA Ultralight – Floating D (Small, SSA/IBS Ultralight – Floating Dee Complete saddle)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops dedicated for split-tail climbing and other advanced techniques. The lower assembly comes two ways: with a fixed Dee or floating Dee in between the loops to support a traditional climbing method or a handy place to secure a double-crotch or flipline. This one is the floating Dee version. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.</p>
<p>A 1-3/4-inch ""nybuck"" waist belt ties all the parts together. Supplied with 2 tool rings and 2 tool snaps. Using high-strength nylon webbing throughout, this saddle weighs 5.5 pounds hence the Ultralight name. Be sure to specify size when ordering. If mixing sizes and/or styles, example: Original backpad and Ultralight lower, please order individual parts or contact and tell us what you want.</p>
<p><br></p>",Uncategorized,
A-1544LA-XL,"SSA Ultralight – Floating D (X-Large, SSA Ultralight – Floating Dee, lower assembly only)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops dedicated for split-tail climbing and other advanced techniques. The lower assembly comes two ways: with a fixed Dee or floating Dee in between the loops to support a traditional climbing method or a handy place to secure a double-crotch or flipline. This one is the floating Dee version. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.</p>
<p>A 1-3/4-inch ""nybuck"" waist belt ties all the parts together. Supplied with 2 tool rings and 2 tool snaps. Using high-strength nylon webbing throughout, this saddle weighs 5.5 pounds hence the Ultralight name. Be sure to specify size when ordering. If mixing sizes and/or styles, example: Original backpad and Ultralight lower, please order individual parts or contact and tell us what you want.</p>
<p><br></p>",Uncategorized,
A-1544-XL,"SSA Ultralight – Floating D (X-Large, SSA/IBS Ultralight – Floating Dee Complete saddle)","<p>The SSA was the result of a collaboration with members of the Student Society of Arboriculture. A member of our IBS family of modular saddles, the SSA is a leg strap style with additional loops dedicated for split-tail climbing and other advanced techniques. The lower assembly comes two ways: with a fixed Dee or floating Dee in between the loops to support a traditional climbing method or a handy place to secure a double-crotch or flipline. This one is the floating Dee version. Ordered separately, the backpad, waist belt and lower assembly parts may be mixed and matched in size and style to create the best saddle for your needs.</p>
<p>A 1-3/4-inch ""nybuck"" waist belt ties all the parts together. Supplied with 2 tool rings and 2 tool snaps. Using high-strength nylon webbing throughout, this saddle weighs 5.5 pounds hence the Ultralight name. Be sure to specify size when ordering. If mixing sizes and/or styles, example: Original backpad and Ultralight lower, please order individual parts or contact and tell us what you want.</p>
<p><br></p>",Uncategorized,
A-1545-1,"SSA Ultralight &#8211; Floating D (Medium, SSA Ultralight &#8211; Floating Dee, lower assembly only)",,Uncategorized,
A-1545-1,"SSA Ultralight &#8211; Floating D (Medium, SSA/IBS Ultralight &#8211; Floating Dee Complete saddle)",,Uncategorized,
D-FIRE,"XTC-Plus, (Medium)","<p>XTC-Plus in the latest Paris Fashion color. 6,200 lbs. test.</p>",Uncategorized,
D-FIRE,"XTC-Plus, (Small)","<p>XTC-Plus in the latest Paris Fashion color. 6,200 lbs. test.</p>",Uncategorized,
D-FIRE,"XTC-Plus, (X-Large)","<p>XTC-Plus in the latest Paris Fashion color. 6,200 lbs. test.</p>",Uncategorized,
D-FIRE,"XTC-Plus, (X-Small)","<p>XTC-Plus in the latest Paris Fashion color. 6,200 lbs. test.</p>",Uncategorized,
D-FIRE,"XTC-Plus, (XX-Large)","<p>XTC-Plus in the latest Paris Fashion color. 6,200 lbs. test.</p>",Uncategorized,
D-FIRE,"XTC-Plus, (XXX-Large)","<p>XTC-Plus in the latest Paris Fashion color. 6,200 lbs. test.</p>",Uncategorized,
D-FIRE-120,"XTC-Plus, FIRE X 120 feet hank","<p>XTC-Plus in the latest Paris Fashion color. 6,200 lbs. test.</p>",Uncategorized,
